DEPARTAMENTO;MUNICIPIO;GENERO;EDAD;PLATAFORMA_EDUCATIVA
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;PLATZI
ANTIOQUIA;ENVIGADO;MASCULINO;23;DATACAMP
ANTIOQUIA;ENVIGADO;MASCULINO;23;DATACAMP
ANTIOQUIA;MARINILLA;FEMENINO;28;COURSERA
ANTIOQUIA;SABANETA;MASCULINO;31;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;34;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;34;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;34;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;34;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;34;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;34;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;34;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;34;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;34;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;34;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;34;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;34;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;34;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;34;PLATZI
CUNDINAMARCA;CHOCONTA;MASCULINO;22;DATACAMP
ATLANTICO;BARRANQUILLA;FEMENINO;27;DATACAMP
SANTANDER;BUCARAMANGA;MASCULINO;38;COURSERA
SANTANDER;BUCARAMANGA;MASCULINO;38;COURSERA
SANTANDER;BUCARAMANGA;MASCULINO;38;COURSERA
CUNDINAMARCA;FUNZA;MASCULINO;48;PLATZI
CALDAS;MANIZALES;MASCULINO;50;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;40;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;40;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;40;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;40;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;40;MICROSOFT AZURE
MAGDALENA;SANTA MARTA;MASCULINO;27;MICROSOFT AZURE
CUNDINAMARCA;SESQUILE;MASCULINO;26;DATACAMP
CAUCA;POPAYAN;MASCULINO;25;UDACITY
ATLANTICO;BARRANQUILLA;MASCULINO;37;PLATZI
ATLANTICO;BARRANQUILLA;MASCULINO;37;PLATZI
CESAR;BECERRIL;MASCULINO;23;DATACAMP
ANTIOQUIA;MEDELLIN;FEMENINO;38;DATACAMP
CALDAS;MANIZALES;MASCULINO;58;DATACAMP
NORTE DE SANTANDER;PAMPLONA;MASCULINO;26;DATACAMP
NORTE DE SANTANDER;CUCUTA;MASCULINO;26;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;49;EDX
ANTIOQUIA;ENVIGADO;MASCULINO;38;PLATZI
ANTIOQUIA;ENVIGADO;MASCULINO;38;PLATZI
ANTIOQUIA;ENVIGADO;MASCULINO;38;PLATZI
ATLANTICO;BARRANQUILLA;MASCULINO;22;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;MASCULINO;47;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;28;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;28;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;28;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;28;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;28;COURSERA
TOLIMA;IBAGUE;MASCULINO;33;PLATZI
RISARALDA;DOSQUEBRADAS;MASCULINO;34;DATACAMP
RISARALDA;DOSQUEBRADAS;MASCULINO;34;DATACAMP
ANTIOQUIA;GUARNE;MASCULINO;30;DATACAMP
ANTIOQUIA;ARMENIA;MASCULINO;24;MICROSOFT AZURE
CUNDINAMARCA;FUNZA;MASCULINO;40;UDACITY
ATLANTICO;BARRANQUILLA;MASCULINO;33;COURSERA
CESAR;AGUSTIN CODAZZI;FEMENINO;54;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;43;PLATZI
ANTIOQUIA;ITAGUI;MASCULINO;21;PLATZI
LA GUAJIRA;MAICAO;MASCULINO;42;DATACAMP
VALLE DEL CAUCA;CALI;MASCULINO;31;COURSERA
VALLE DEL CAUCA;CALI;MASCULINO;31;COURSERA
CUNDINAMARCA;MOSQUERA;MASCULINO;24;DATACAMP
NORTE DE SANTANDER;CUCUTA;MASCULINO;30;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;23;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;23;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;23;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;23;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;42;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;42;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;42;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;42;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;42;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;42;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;42;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;42;PLATZI
ANTIOQUIA;RETIRO;FEMENINO;33;UDACITY
SANTANDER;BUCARAMANGA;FEMENINO;38;MICROSOFT AZURE
BOLIVAR;CARTAGENA;MASCULINO;28;DATACAMP
ANTIOQUIA;ENVIGADO;MASCULINO;27;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;53;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;53;EDX
ANTIOQUIA;MEDELLIN;MASCULINO;43;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;43;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;43;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;43;DATACAMP
ANTIOQUIA;MEDELLIN;FEMENINO;29;PLATZI
ANTIOQUIA;MEDELLIN;FEMENINO;29;PLATZI
ANTIOQUIA;MEDELLIN;FEMENINO;29;PLATZI
ANTIOQUIA;MEDELLIN;FEMENINO;29;PLATZI
ANTIOQUIA;MEDELLIN;FEMENINO;29;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;49;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;FEMENINO;56;MICROSOFT AZURE
MAGDALENA;SANTA MARTA;MASCULINO;32;DATACAMP
MAGDALENA;SANTA MARTA;MASCULINO;27;COURSERA
HUILA;NEIVA;MASCULINO;34;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;26;DATACAMP
ANTIOQUIA;SABANETA;MASCULINO;33;MICROSOFT AZURE
ATLANTICO;BARRANQUILLA;MASCULINO;34;PLATZI
ATLANTICO;BARRANQUILLA;MASCULINO;34;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;52;UDACITY
ANTIOQUIA;EL BAGRE;MASCULINO;61;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;21;EDX
BOGOTA;BOGOTA, D.C.;FEMENINO;21;EDX
ANTIOQUIA;MEDELLIN;MASCULINO;32;EDX
ANTIOQUIA;MEDELLIN;MASCULINO;32;EDX
VALLE DEL CAUCA;PALMIRA;MASCULINO;25;PLATZI
VALLE DEL CAUCA;PALMIRA;MASCULINO;25;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;50;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;50;DATACAMP
TOLIMA;IBAGUE;FEMENINO;46;DATACAMP
CALDAS;MANIZALES;MASCULINO;22;PLATZI
CALDAS;MANIZALES;MASCULINO;22;PLATZI
CALDAS;MANIZALES;MASCULINO;22;PLATZI
ANTIOQUIA;MEDELLIN;FEMENINO;51;PLATZI
SANTANDER;BUCARAMANGA;FEMENINO;43;MICROSOFT AZURE
SANTANDER;BUCARAMANGA;FEMENINO;43;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;MASCULINO;33;EDX
ANTIOQUIA;MEDELLIN;MASCULINO;33;EDX
ANTIOQUIA;MEDELLIN;MASCULINO;33;EDX
ANTIOQUIA;PEÐOL;MASCULINO;32;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;FEMENINO;40;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;40;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;40;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;47;MICROSOFT AZURE
ANTIOQUIA;ARMENIA;MASCULINO;35;PLATZI
ANTIOQUIA;ARMENIA;MASCULINO;35;PLATZI
ANTIOQUIA;CONCORDIA;MASCULINO;39;MICROSOFT AZURE
CALDAS;PALESTINA;MASCULINO;19;PLATZI
ANTIOQUIA;ITAGUI;FEMENINO;28;EDX
HUILA;NEIVA;MASCULINO;24;UDACITY
CUNDINAMARCA;CAJICA;FEMENINO;36;PLATZI
ANTIOQUIA;ITAGUI;MASCULINO;28;PLATZI
ANTIOQUIA;ITAGUI;MASCULINO;28;PLATZI
CUNDINAMARCA;MOSQUERA;MASCULINO;30;UDACITY
ANTIOQUIA;BELLO;MASCULINO;35;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;73;DATACAMP
NARIÑO;PASTO;MASCULINO;16;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;42;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;42;DATACAMP
TOLIMA;IBAGUE;MASCULINO;21;PLATZI
ANTIOQUIA;CAUCASIA;MASCULINO;25;PLATZI
BOLIVAR;CARTAGENA;MASCULINO;46;EDX
BOGOTA;BOGOTA, D.C.;FEMENINO;38;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;FEMENINO;38;MICROSOFT AZURE
SANTANDER;BUCARAMANGA;MASCULINO;35;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;45;EDX
BOGOTA;BOGOTA, D.C.;FEMENINO;45;EDX
CALDAS;MANIZALES;MASCULINO;34;EDX
ANTIOQUIA;BELLO;MASCULINO;26;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;55;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;31;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;31;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;31;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;31;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;29;DATACAMP
CUNDINAMARCA;SOACHA;MASCULINO;21;COURSERA
VALLE DEL CAUCA;CALI;FEMENINO;35;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;22;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;22;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;22;PLATZI
CESAR;VALLEDUPAR;MASCULINO;36;COURSERA
SANTANDER;GIRON;MASCULINO;33;PLATZI
BOYACA;TUNJA;MASCULINO;28;DATACAMP
MAGDALENA;SANTA MARTA;MASCULINO;28;PLATZI
ANTIOQUIA;BELLO;MASCULINO;24;MICROSOFT AZURE
BOYACA;SOGAMOSO;MASCULINO;34;DATACAMP
ANTIOQUIA;LA ESTRELLA;MASCULINO;49;MICROSOFT AZURE
ANTIOQUIA;LA ESTRELLA;MASCULINO;49;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;FEMENINO;59;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;FEMENINO;23;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;23;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;23;COURSERA
CAUCA;POPAYAN;FEMENINO;23;DATACAMP
BOLIVAR;CARTAGENA;MASCULINO;33;COURSERA
ANTIOQUIA;MEDELLIN;FEMENINO;23;PLATZI
CAQUETA;FLORENCIA;MASCULINO;32;PLATZI
NORTE DE SANTANDER;CUCUTA;MASCULINO;34;EDX
SANTANDER;BUCARAMANGA;MASCULINO;36;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;36;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;36;PLATZI
SANTANDER;GIRON;MASCULINO;35;DATACAMP
SANTANDER;BUCARAMANGA;MASCULINO;20;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;20;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;20;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;33;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;MASCULINO;33;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;MASCULINO;33;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;MASCULINO;33;MICROSOFT AZURE
TOLIMA;IBAGUE;MASCULINO;35;MICROSOFT AZURE
ANTIOQUIA;ARMENIA;FEMENINO;32;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;24;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;24;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;24;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;24;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;24;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;24;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;24;PLATZI
BOYACA;SOGAMOSO;FEMENINO;45;DATACAMP
TOLIMA;IBAGUE;MASCULINO;22;PLATZI
TOLIMA;IBAGUE;MASCULINO;22;PLATZI
BOLIVAR;CARTAGENA;MASCULINO;32;COURSERA
ATLANTICO;BARRANQUILLA;MASCULINO;36;PLATZI
ATLANTICO;BARRANQUILLA;MASCULINO;36;PLATZI
CUNDINAMARCA;MOSQUERA;FEMENINO;29;PLATZI
ANTIOQUIA;ARMENIA;MASCULINO;28;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;25;UDACITY
ANTIOQUIA;SABANETA;MASCULINO;27;EDX
CALDAS;MANIZALES;MASCULINO;26;PLATZI
CUNDINAMARCA;MOSQUERA;MASCULINO;37;PLATZI
BOLIVAR;CARTAGENA;MASCULINO;44;DATACAMP
SANTANDER;BUCARAMANGA;MASCULINO;23;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;23;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;23;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;23;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;40;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;40;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;40;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;40;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;40;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;40;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;40;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;40;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;40;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;40;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;40;PLATZI
CORDOBA;MONTERIA;MASCULINO;31;EDX
ANTIOQUIA;SABANETA;FEMENINO;27;PLATZI
ANTIOQUIA;BELLO;FEMENINO;31;PLATZI
ANTIOQUIA;ENVIGADO;MASCULINO;35;UDACITY
ANTIOQUIA;BELLO;FEMENINO;34;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;29;DATACAMP
CUNDINAMARCA;MADRID;MASCULINO;38;UDACITY
ANTIOQUIA;MEDELLIN;FEMENINO;49;COURSERA
HUILA;NEIVA;MASCULINO;40;COURSERA
HUILA;TIMANA;MASCULINO;30;PLATZI
VALLE DEL CAUCA;PALMIRA;MASCULINO;39;PLATZI
ANTIOQUIA;BELLO;MASCULINO;21;PLATZI
ANTIOQUIA;BELLO;MASCULINO;21;PLATZI
ANTIOQUIA;MEDELLIN;FEMENINO;37;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;44;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;44;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;44;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;44;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;53;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;46;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;46;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;46;COURSERA
META;VILLAVICENCIO;MASCULINO;29;DATACAMP
CUNDINAMARCA;GIRARDOT;MASCULINO;28;EDX
BOLIVAR;CARTAGENA;MASCULINO;27;PLATZI
ANTIOQUIA;GUARNE;MASCULINO;25;COURSERA
CAUCA;POPAYAN;MASCULINO;25;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;26;EDX
ANTIOQUIA;GUARNE;MASCULINO;37;DATACAMP
CALDAS;MANIZALES;MASCULINO;31;PLATZI
CALDAS;MANIZALES;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;46;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;UDACITY
ANTIOQUIA;RIONEGRO;MASCULINO;33;DATACAMP
HUILA;RIVERA;MASCULINO;26;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;26;EDX
SANTANDER;BUCARAMANGA;FEMENINO;24;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;50;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;50;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;50;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;22;MICROSOFT AZURE
SANTANDER;BUCARAMANGA;MASCULINO;22;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;MASCULINO;49;DATACAMP
SANTANDER;PIEDECUESTA;MASCULINO;25;DATACAMP
BOLIVAR;TURBACO;MASCULINO;17;PLATZI
HUILA;NEIVA;FEMENINO;30;COURSERA
CUNDINAMARCA;ZIPAQUIRA;MASCULINO;42;DATACAMP
ATLANTICO;BARRANQUILLA;MASCULINO;35;EDX
ATLANTICO;BARRANQUILLA;MASCULINO;35;EDX
VALLE DEL CAUCA;JAMUNDI;MASCULINO;47;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;34;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;34;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;34;COURSERA
CHOCO;QUIBDO;MASCULINO;21;PLATZI
QUINDIO;CALARCA;MASCULINO;26;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;20;EDX
ANTIOQUIA;MEDELLIN;MASCULINO;36;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;36;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;36;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;36;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;36;DATACAMP
VALLE DEL CAUCA;CALI;MASCULINO;31;MICROSOFT AZURE
NORTE DE SANTANDER;VILLA DEL ROSARIO;MASCULINO;27;DATACAMP
CORDOBA;MONTERIA;FEMENINO;33;MICROSOFT AZURE
CUNDINAMARCA;CHIA;MASCULINO;20;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;55;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;55;PLATZI
SANTANDER;FLORIDABLANCA;MASCULINO;38;COURSERA
HUILA;NEIVA;MASCULINO;36;PLATZI
ANTIOQUIA;SABANETA;MASCULINO;29;COURSERA
ANTIOQUIA;SABANETA;MASCULINO;29;COURSERA
ANTIOQUIA;ITAGUI;FEMENINO;33;PLATZI
CUNDINAMARCA;FACATATIVA;MASCULINO;29;PLATZI
ATLANTICO;SOLEDAD;MASCULINO;34;DATACAMP
ANTIOQUIA;GRANADA;MASCULINO;18;PLATZI
BOYACA;TUNJA;FEMENINO;19;PLATZI
ATLANTICO;SOLEDAD;MASCULINO;36;PLATZI
VALLE DEL CAUCA;TULUA;MASCULINO;24;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;46;UDACITY
ANTIOQUIA;ARMENIA;MASCULINO;39;COURSERA
CESAR;VALLEDUPAR;MASCULINO;39;PLATZI
NARIÑO;PASTO;MASCULINO;25;PLATZI
BOYACA;TUNJA;MASCULINO;39;COURSERA
ANTIOQUIA;ENVIGADO;FEMENINO;34;EDX
BOGOTA;BOGOTA, D.C.;FEMENINO;40;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;40;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;40;PLATZI
VALLE DEL CAUCA;ZARZAL;MASCULINO;47;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;21;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;21;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;21;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;MASCULINO;23;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;MASCULINO;23;MICROSOFT AZURE
CAUCA;POPAYAN;MASCULINO;21;PLATZI
ANTIOQUIA;ITAGUI;FEMENINO;24;COURSERA
SANTANDER;BUCARAMANGA;MASCULINO;30;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;30;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;34;EDX
ANTIOQUIA;MEDELLIN;MASCULINO;34;EDX
BOGOTA;BOGOTA, D.C.;FEMENINO;32;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;32;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;32;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;32;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;32;PLATZI
SUCRE;SINCELEJO;FEMENINO;25;PLATZI
HUILA;NEIVA;MASCULINO;40;MICROSOFT AZURE
ATLANTICO;BARRANQUILLA;MASCULINO;47;PLATZI
CUNDINAMARCA;ZIPAQUIRA;MASCULINO;32;DATACAMP
SANTANDER;FLORIDABLANCA;MASCULINO;33;DATACAMP
ANTIOQUIA;BELLO;FEMENINO;34;EDX
VALLE DEL CAUCA;CALI;MASCULINO;24;DATACAMP
SUCRE;SINCELEJO;MASCULINO;34;COURSERA
RISARALDA;DOSQUEBRADAS;MASCULINO;31;DATACAMP
ATLANTICO;BARRANQUILLA;MASCULINO;19;PLATZI
BOLIVAR;CARTAGENA;MASCULINO;25;COURSERA
CUNDINAMARCA;MOSQUERA;FEMENINO;34;DATACAMP
CUNDINAMARCA;CAJICA;FEMENINO;45;COURSERA
VALLE DEL CAUCA;CALI;MASCULINO;38;COURSERA
NORTE DE SANTANDER;CUCUTA;FEMENINO;31;DATACAMP
RISARALDA;PEREIRA;MASCULINO;36;DATACAMP
ATLANTICO;PUERTO COLOMBIA;MASCULINO;27;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;34;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;34;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;34;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;34;PLATZI
